alpha, EPE, AAE, 
6,0.16952305,3.2204614, 
7,0.16413736,3.1109438, 
8,0.15765941,2.9570785, 
9,0.15414628,2.8744507, 
10,0.15226552,2.828154, 
11,0.15120275,2.8002238, 
12,0.1505426,2.78088, 
13,0.15020414,2.7683983, 
14,0.15030551,2.7651482, 
15,0.1506749,2.7681737, 
16,0.1512095,2.7754118, 
17,0.15194331,2.7861319, 
18,0.15284213,2.8007386, 
19,0.15386258,2.818067, 
20,0.1549914,2.8377376, 
21,0.15619923,2.8591619, 
22,0.15747187,2.8820152, 
23,0.15878505,2.905888, 
24,0.16014181,2.9306207, 
