alpha, EPE, AAE, 
5.0, 0.45064777, 6.9693093, 
10.0, 0.4178902, 6.9447494, 
15.0, 0.45257053, 7.6576443, 
20.0, 0.47158718, 7.9544635, 
25.0, 0.502743, 8.417312, 
30.0, 0.5288813, 8.79473, 
35.0, 0.55447334, 9.124154, 
40.0, 0.57705534, 9.412964, 
45.0, 0.59823436, 9.691439, 
