alpha, EPE, AAE, 
5.0, 1.0490457, 8.511941, 
10.0, 0.9675003, 9.137849, 
15.0, 1.0916308, 10.647848, 
20.0, 1.1641817, 12.406332, 
25.0, 1.2883251, 14.542046, 
30.0, 1.3945565, 16.442522, 
35.0, 1.4882782, 17.660728, 
40.0, 1.5668871, 18.462696, 
45.0, 1.6379598, 19.043009, 
