alpha, EPE, AAE, 
5.0, 0.18082708, 3.4619434, 
10.0, 0.15226552, 2.828154, 
15.0, 0.1506749, 2.7681737, 
20.0, 0.1549914, 2.8377376, 
25.0, 0.1615338, 2.9560623, 
30.0, 0.16884127, 3.090091, 
35.0, 0.17638458, 3.2291095, 
40.0, 0.18392125, 3.3687127, 
45.0, 0.19137844, 3.5065737, 
