alpha, EPE, AAE, 
15,2.0395188,61.02978, 
15,3.0512578,69.577614, 
15,3.851973,66.65584, 
15,3.70387,71.61194, 
15,1.2330006,48.34108, 
15,8.3836775,68.95666, 
15,7.292575,77.967155, 
15,3.764938,69.03529, 
